Date,Statewide total,Oahu,Hawaii island,Maui,Kauai,Outside Hawaii
06/12/2022,865,629,92,121,23,0
06/13/2022,483,363,54,33,33,0
06/14/2022,979,715,95,100,69,0
06/15/2022,1042,763,109,110,60,0
06/16/2022,1140,771,141,166,62,0
06/17/2022,867,610,97,108,52,0
06/18/2022,1009,727,110,112,60,0
06/19/2022,745,524,82,109,30,0
06/20/2022,520,406,53,29,32,0
06/21/2022,632,447,43,99,43,0
06/22/2022,915,627,141,110,37,0
06/23/2022,897,660,98,104,35,0
06/24/2022,826,609,93,100,24,0
06/25/2022,776,521,90,113,52,0
06/26/2022,690,499,84,77,30,0
06/27/2022,441,346,44,35,16,0
06/28/2022,788,624,53,65,46,0
06/29/2022,866,613,124,91,38,0
06/30/2022,790,560,94,102,34,0
07/01/2022,747,505,104,90,48,0
07/02/2022,770,544,111,85,30,0
07/03/2022,561,394,69,87,11,0
07/04/2022,411,329,34,36,12,0
07/05/2022,392,264,41,74,13,0
07/06/2022,706,463,96,99,48,0
07/07/2022,813,588,89,108,28,0
07/08/2022,743,519,109,88,27,0
07/09/2022,716,512,72,90,42,0
07/10/2022,514,338,93,62,21,0
07/11/2022,426,314,41,43,28,0
07/12/2022,673,492,84,61,36,0
07/13/2022,861,609,123,104,25,0
07/14/2022,717,511,88,80,38,0
07/15/2022,684,485,72,96,31,0
07/16/2022,625,439,95,61,30,0
07/17/2022,529,356,73,85,15,0
07/18/2022,421,331,41,31,18,0
07/19/2022,696,522,80,64,30,0
07/20/2022,792,552,104,109,27,0
07/21/2022,761,505,91,128,37,0
07/22/2022,639,445,95,78,21,0
07/23/2022,634,401,98,106,29,0
07/24/2022,518,333,91,76,18,0
07/25/2022,349,261,36,41,11,0
07/26/2022,640,476,80,60,24,0
07/27/2022,772,523,97,119,33,0
07/28/2022,746,515,84,127,20,0
07/29/2022,522,372,74,56,20,0
07/30/2022,511,349,73,60,29,0
07/31/2022,434,302,54,63,15,0
08/01/2022,313,233,39,30,11,0
08/02/2022,534,397,46,53,38,0
08/03/2022,577,379,80,80,38,0
08/04/2022,571,405,72,68,26,0
08/05/2022,535,369,63,72,31,0
08/06/2022,536,395,63,55,23,0
08/07/2022,429,316,58,40,15,0
08/08/2022,283,217,31,21,14,0
08/09/2022,496,359,55,58,24,0
08/10/2022,535,367,69,79,20,0
08/11/2022,507,351,76,57,23,0
08/12/2022,494,341,72,60,21,0
08/13/2022,446,321,52,53,20,0
08/14/2022,342,256,36,38,12,0
08/15/2022,255,196,24,27,8,0
08/16/2022,347,233,43,50,21,0
08/17/2022,472,353,53,52,14,0
08/18/2022,426,278,66,67,15,0
08/19/2022,390,273,44,55,18,0
08/20/2022,304,201,48,40,15,0
08/21/2022,239,173,30,24,12,0
08/22/2022,195,142,25,19,9,0
08/23/2022,328,252,24,31,21,0
08/24/2022,346,245,42,41,18,0
08/25/2022,326,232,40,28,26,0
08/26/2022,270,174,40,42,14,0
08/27/2022,273,187,39,27,20,0
08/28/2022,205,147,26,25,7,0
08/29/2022,127,88,14,11,14,0
08/30/2022,279,199,29,23,28,0
08/31/2022,262,194,29,29,10,0
09/01/2022,219,157,19,29,14,0
09/02/2022,230,150,25,31,24,0
09/03/2022,220,151,33,28,8,0
09/04/2022,154,114,14,19,7,0
09/05/2022,132,98,16,12,6,0
09/06/2022,96,75,7,11,3,0
09/07/2022,238,178,23,26,11,0
09/08/2022,220,168,19,25,8,0
09/09/2022,230,174,23,29,4,0
09/10/2022,230,186,18,14,12,0
09/11/2022,148,99,24,16,9,0
09/12/2022,122,89,14,14,5,0
09/13/2022,179,136,12,20,11,0
09/14/2022,210,137,38,26,9,0
09/15/2022,201,147,14,26,14,0
09/16/2022,168,122,20,16,10,0
09/17/2022,167,121,18,14,14,0
09/18/2022,147,114,10,12,11,0
09/19/2022,136,107,8,14,7,0
09/20/2022,182,140,9,20,13,0
09/21/2022,179,130,20,25,4,0
09/22/2022,203,159,19,20,5,0
09/23/2022,156,107,18,20,11,0
09/24/2022,179,142,8,18,11,0
09/25/2022,128,92,14,16,6,0
09/26/2022,99,74,7,13,5,0
09/27/2022,147,109,15,15,8,0
09/28/2022,225,165,22,22,16,0
09/29/2022,217,168,18,23,8,0
09/30/2022,175,132,18,19,6,0
10/01/2022,191,143,19,13,16,0
10/02/2022,116,89,10,11,6,0
10/03/2022,112,85,14,8,5,0
10/04/2022,152,117,10,16,9,0
10/05/2022,172,130,14,9,19,0
10/06/2022,195,162,14,12,7,0
10/07/2022,125,87,15,12,11,0
10/08/2022,161,122,11,18,10,0
10/09/2022,121,73,22,15,11,0
10/10/2022,95,66,5,17,7,0
10/11/2022,155,111,12,19,13,0
10/12/2022,165,108,20,24,13,0
10/13/2022,231,165,37,21,8,0
10/14/2022,140,96,17,17,10,0
10/15/2022,159,111,23,16,9,0
10/16/2022,158,100,30,24,4,0
10/17/2022,121,93,9,14,5,0
10/18/2022,226,145,33,33,15,0
10/19/2022,223,154,27,26,16,0
10/20/2022,210,134,32,30,14,0
10/21/2022,183,121,25,23,14,0
10/22/2022,186,124,32,17,13,0
10/23/2022,144,102,23,15,4,0
10/24/2022,123,84,16,16,7,0
10/25/2022,197,127,38,17,15,0
10/26/2022,202,128,36,26,12,0
10/27/2022,199,147,17,22,13,0
10/28/2022,158,103,28,19,8,0
10/29/2022,148,107,12,19,10,0
10/30/2022,74,46,21,5,2,0
10/31/2022,60,38,9,9,4,0
11/01/2022,205,156,15,28,6,0
11/02/2022,202,144,31,16,11,0
11/03/2022,208,150,29,19,10,0
11/04/2022,175,117,26,24,8,0
11/05/2022,156,111,23,12,10,0
11/06/2022,117,69,23,17,8,0
11/07/2022,81,57,6,12,6,0
11/08/2022,95,72,16,6,1,0
